,text,sentiment,polarity,timestamp,sentiment_def
29,"['peder', 'falto', 'seguridad', 'resultar', 'magicamente', 'ayudarte', 'ningun', 'movimiento', 'dato', 'tarjeta', 'ingresar', 'correctamente']",0.17936652898788452,0.0,2020-02-16 21:26:46,Negative
30,"['acabar', 'linear', 'excelente', 'servicio', 'ivanvillagomez', 'bbvare_mx', 'bbva_mex']",0.9592002630233765,1.0,2020-02-16 21:15:46,Positive
31,"['wallet', 'posteriormente', 'efectuar', 'contratacion', 'tarjeta', 'digital', 'adicional', 'parir', 'efectuar', 'descargar', 'confirmarnos', 'servicio', 'alertar', 'activar']",0.9991099238395691,1.0,2020-02-16 21:06:10,Positive
32,"['aly', 'finalidad', 'apoyarte', 'torrar', 'ubicar', 'avenir', 'pasear', 'reformar', 'numerar', 'colonia', 'juarez', 'alcaldia', 'cuauhtemoc', '        ', 'ciudad', 'mexico', 'recabar', 'dato', 'verificar', 'identidad', 'avisar', 'privacidad', 'integral']",0.011827901937067509,0.0,2020-02-16 20:08:15,Negative
33,"['querer', 'checar', 'app']",0.3128294348716736,0.0,2020-02-16 19:07:18,Negative
34,"['hola', 'jesus', 'excelente', 'domingo', 'atender', 'araceli', 'agradecer', 'informacion', 'compartir', 'confirmar', 'numerar', 'pertenecer', 'unico', 'numerar', 'emitir', 'alertar', 'seguridad']",0.9772477746009827,1.0,2020-02-16 18:19:40,Positive
35,"['dile', 'plasticos', 'plantar', 'falso', 'ocupar', 'plasticos', 'liverpool']",0.0031879462767392397,0.0,2020-02-16 18:08:34,Negative
36,"['aceptar', 'credito', 'debitar', 'santander', 'casar']",0.7686758637428284,1.0,2020-02-16 18:08:20,Positive
38,"['atencion', 'cliente', 'deficiente', 'sistema', 'turno', 'mongolico', 'tomar', 'siglo', 'atenderte', 'mejorar', 'sucursal', 'electronicas', 'banamex', 'encimar', 'pequeño', 'fraude', 'ocasionalmente']",0.8734955191612244,1.0,2020-02-16 17:36:15,Positive
39,['preferir'],0.012677155435085297,0.0,2020-02-16 17:26:47,Negative
41,"['bbvare_mx', 'app', 'movil', 'fallar', 'ultimos', 'ideo']",0.005213617347180843,0.0,2020-02-16 16:40:54,Negative
42,"['sacar', 'distrito', 'federal']",0.484173446893692,0.5,2020-02-16 16:34:09,Neutral
45,[],0.4529048204421997,0.5,2020-02-16 15:27:38,Neutral
46,"['querido', 'ayudar', 'parir', 'michelle', 'hijo', 'querer', 'amigar', 'mario', 'mujer', 'victimar', 'dejar', 'historia', 'foto', 'dato', 'parir', 'donar', '                        ', 'nombrar', 'oscar', 'omar', 'chavez', 'cisneros', 'fuerzamichelle', 'favor', 'pic', 'pks']",0.8001492619514465,1.0,2020-02-16 14:47:59,Positive
47,"['bonito', 'torrar']",0.9928730726242065,1.0,2020-02-16 14:35:33,Positive
48,[],0.4529048204421997,0.5,2020-02-16 14:22:59,Neutral
49,"['algun', 'leu', 'banco', 'calificar', 'servicio', 'scotiabank', 'ultimar', 'explicar', 'canadiense', 'politicas']",0.9321539402008057,1.0,2020-02-16 14:09:23,Positive
50,"['carlosrivera', 'llegar', 'guerratour', 'mayar', 'palenque', 'expoganson', 'sonoro', 'palenqueexpogan', 'expogan', 'preventa', 'boleto', 'tarjeta', 'hotel', 'holiday', 'inn', 'linear', 'unir', 'ejercitar', 'amor', 'pic', 'npwj']",0.874139666557312,1.0,2020-02-16 12:59:47,Positive
51,"['tocar', 'cajero', 'frente', 'teatro', 'seguro']",0.8729896545410156,1.0,2020-02-16 10:30:58,Positive
53,"['simple', 'ligar', 'llamar']",0.45798859000205994,0.5,2020-02-16 07:46:44,Neutral
54,"['atencionprofeco', 'profeco', 'mad', 'llamar', 'banamex']",0.7939598560333252,1.0,2020-02-16 06:29:35,Positive
57,"['pasear', 'peña', 'local', 'mercar', 'col', 'satelite', 'entrar', 'gasolinero', 'waze', 'parir', 'conducir', 'mono', 'jersey']",0.995716392993927,1.0,2020-02-16 05:59:06,Positive
59,"['dolar', 'mexico', '                  ', 'comprar', '         ', 'venta', 'scotiabank', 'comprar', '         ', 'venta', 'santander', 'comprar', '         ', 'venta', 'preciar', 'banco']",0.07113625109195709,0.0,2020-02-16 05:27:01,Negative
62,"['cenar', 'nadar', 'comi', 'taquitos', 'wish', 'luck', 'haha']",0.2892036736011505,0.0,2020-02-16 05:10:52,Negative
64,[],0.4529048204421997,0.5,2020-02-16 04:44:40,Neutral
68,"['perdi', 'tarjeta', 'banco', 'encontro', 'tarjeta', 'debitar']",0.0035812859423458576,0.0,2020-02-16 03:44:15,Negative
69,"['ciclovia', 'pasear', 'reformar', 'altura', 'torrar', 'andreslajous', 'claudiashein', 'ssp_cdmx', 'lasemovi', 'jeferadarpic', 'pka']",0.909126341342926,1.0,2020-02-16 03:41:27,Positive
72,"['pasar', 'igualito', 'tenia', 'amigar', 'preguntar', 'vivia', 'pasar', 'dato', 'aferrar', 'terminar', 'estafar']",0.7613968849182129,1.0,2020-02-16 03:20:59,Positive
73,"['jugo', 'parir', 'campeon', 'peseta', '        ', 'coronar', 'forzar', 'peseta', 'acabar', 'sentir', 'ligar']",0.08380776643753052,0.0,2020-02-16 03:11:47,Negative
77,"['comprender', 'situacion', 'presentar', 'manuel', 'embargar', 'importante', 'mantener', 'numerar', 'telefonico', 'registrar', 'servicio', 'alertar', 'parir', 'activacion']",0.665515124797821,0.5,2020-02-16 02:42:12,Neutral
78,"['comprender', 'comentar', 'manuel', 'embargar', 'importante', 'contar', 'numerar', 'telefono', 'registrar', 'alertar', 'parir', 'aplicación']",0.3597846031188965,0.0,2020-02-16 02:28:31,Negative
92,"['cuidar', 'especialista', 'cargo', 'fantasma']",0.9929838180541992,1.0,2020-02-16 00:57:31,Positive
98,[],0.4529048204421997,0.5,2020-02-16 00:29:43,Neutral
99,"['upsss', 'banamex', 'santander', 'saludo']",0.8900411128997803,1.0,2020-02-16 00:11:56,Positive
101,"['querer', 'transferir', 'dinero', 'seguir', 'activar', 'app', 'risa', 'pasar']",0.9623376727104187,1.0,2020-02-15 23:28:53,Positive
102,"['directo', 'comer', 'importar', 'banco', 'querer', 'amarrar', 'empresa']",0.14281338453292847,0.0,2020-02-15 22:49:31,Negative
103,"['mesar', 'semana']",0.5004940032958984,0.5,2020-02-15 22:49:22,Neutral
104,"['pedir', 'portabilidad', 'nominar']",0.0033045087475329638,0.0,2020-02-15 22:48:58,Negative
105,"['multimedios', 'heb', 'femsa', 'oxxos']",0.4529048204421997,0.5,2020-02-15 22:47:55,Neutral
106,"['automatico', 'pasar', 'contar', 'listar', 'necesitaa', 'batallar', 'seguro']",0.9996247291564941,1.0,2020-02-15 22:46:17,Positive
107,"['amar', 'abrir', 'parir', 'nominar']",0.7596940398216248,1.0,2020-02-15 22:24:15,Positive
108,"['alguien', 'marcar', 'cualquiera', 'hora', 'oficina', 'cdmx']",0.5303971767425537,0.5,2020-02-15 21:38:49,Neutral
109,"['parar', 'esperar', 'carnal', 'depositar', 'quedar', 'varar', 'centrar', 'sacar', 'dinero', 'apartar', 'servir', 'puto', 'app', 'querer', 'casar', 'vergo', 'sol', 'quedar', 'gastar', 'nominar', 'completo']",0.8421042561531067,1.0,2020-02-15 21:24:00,Positive
110,"['wow', 'efectivo']",0.9993535876274109,1.0,2020-02-15 21:08:28,Positive
112,"['preparar', 'jajajjajaa', 'contar', 'pegar', 'demasiar', 'jajajajja', 'pic', 'clm', 'njqx', 'metro']",0.5056329369544983,0.5,2020-02-15 20:21:40,Neutral
113,"['condusefmx', 'bbvare_mx', 'metio', 'via', 'cajero', 'atmósfera', 'seguro', 'aceptar', 'sucursal', 'minuto', 'recibir', 'sms', 'notificacion', 'querer', 'cancelar']",0.5780267715454102,0.5,2020-02-15 19:57:37,Neutral
114,"['veia', 'aventar', 'jetototota', 'delicioso', 'camion', 'fortuna', 'vida', 'cargar', 'despertarme', 'llamar']",0.9683209657669067,1.0,2020-02-15 19:33:52,Positive
115,"['enseriar', 'recibir', 'pago', 'arribar', 'peso', 'ventanilla', 'practicaja', 'parir', 'colmar', 'funcionar', 'practicaja', 'sucursal', 'victoria', 'zona', 'centrar', 'saltillo', 'coah', 'pesima', 'atencion']",0.17340880632400513,0.0,2020-02-15 19:26:58,Negative
116,"['metro', 'sucursal', 'fresnillo', 'zacateco']",5.650829189107753e-05,0.0,2020-02-15 19:25:46,Negative
117,"['metro', 'sucursal', 'cuauhtemoc', 'distrito', 'federal']",5.650829189107753e-05,0.0,2020-02-15 18:22:55,Negative
119,"['siii', 'entrar', 'contar', 'banamex', 'falto', 'nombrar', 'permitir', 'transferir', 'dato', 'completo', 'tarjeta', 'credito', 'debitar']",0.32465308904647827,0.0,2020-02-15 17:16:11,Negative
120,"['dejar', 'desear', 'aplicación', 'wallet', 'movil', 'necesitar', 'mejorar', 'programador', 'servicio', 'sucursal', 'pesimas', 'empezemos', 'considerar', 'banco', 'parir', 'seguro', 'nominar', 'malservicio']",0.8856646418571472,1.0,2020-02-15 16:21:56,Positive
121,"['degustar', 'pastel', 'gourmet', 'crema', 'limon', 'fruto', 'pasteleria', 'casita', 'ubicanos', 'manuel', 'avila', 'camacho', 'frente', 'biblioteca', 'remolcar', 'frente', 'glaston', 'parisino', 'fente', 'plaza', 'pabellon', 'interior', 'walmart', 'salinacruzpic', 'zfjilx', 'wxq']",0.9676026701927185,1.0,2020-02-15 16:21:43,Positive
122,['mexico'],0.275197833776474,0.0,2020-02-15 15:05:24,Negative
123,"['efectivo', 'mente', 'dijieron', 'tenia', 'descargar', 'app', 'wallet', 'app', 'token', 'activar', 'dudar', 'descargar', 'wallet']",0.5971353054046631,0.5,2020-02-15 14:33:46,Neutral
124,"['carlosrivera', 'llegar', 'guerratour', 'mayar', 'palenque', 'expoganson', 'sonoro', 'palenqueexpogan', 'expogan', 'preventa', 'boleto', 'tarjeta', 'hotel', 'holiday', 'inn', 'linear', 'unir', 'ejercitar', 'amor', 'pic', 'kuj', 'hvqmeb']",0.9736124873161316,1.0,2020-02-15 14:11:48,Positive
125,[],0.4529048204421997,0.5,2020-02-15 14:04:20,Neutral
126,"['bbvare_mx', 'hola', 'parir', 'nominar']",0.9948674440383911,1.0,2020-02-15 14:01:38,Positive
127,"['carlosrivera', 'llegar', 'guerratour', 'mayar', 'palenque', 'expoganson', 'sonoro', 'palenqueexpogan', 'expogan', 'preventa', 'boleto', 'tarjeta', 'hotel', 'holiday', 'inn', 'linear', 'unir', 'ejercitar', 'amor', 'pic', 'npwj']",0.9170111417770386,1.0,2020-02-15 13:16:47,Positive
128,"['dolar', 'mexico', '                   ', 'comprar', '         ', 'venta', 'scotiabank', 'comprar', '         ', 'venta', 'santander', 'comprar', '         ', 'venta', 'preciar', 'banco']",0.03679714724421501,0.0,2020-02-15 12:13:01,Negative
129,"['pendejo', 'prestarme', 'deberle']",0.1337747573852539,0.0,2020-02-15 09:31:49,Negative
130,"['tardar', 'minuto', 'literal']",0.002078575547784567,0.0,2020-02-15 06:10:05,Negative
131,"['ningun', 'mexicano', 'seguir', 'importar', 'gastar', 'comercial', 'enfadoso']",0.9431143403053284,1.0,2020-02-15 05:21:56,Positive
132,['pedo'],0.9956803321838379,1.0,2020-02-15 04:41:58,Positive
133,"['cenar', 'llegar', 'notificacion', 'cargar', 'cantidad', 'irreal', 'dinero', 'gastar', 'ningun', 'domiciliar', 'ningun', 'hablar', 'linear', 'ningun', 'cargar', 'hablar', 'mañana', 'seguro', 'dinero', 'contar']",0.8710533380508423,1.0,2020-02-15 04:32:32,Positive
134,"['walmartmexico', 'hola', 'comprar', 'bonificar', 'pagar', 'mesar', 'interesar']",0.9781624674797058,1.0,2020-02-15 04:19:32,Positive
135,"['pasar', 'compadrar', 'traer', 'morra', 'apagar', 'dato', 'dejame', 'decirte', 'nadamas', 'jajajajaja']",0.9988162517547607,1.0,2020-02-15 03:46:54,Positive
136,"['opcion', 'abri', 'contar', 'gracia']",0.025778714567422867,0.0,2020-02-15 02:57:54,Negative
137,"['muchisimas', 'gracia', 'sabio', 'comentar', 'reportar', 'numeros', 'gracia', 'atencion', 'oportuno']",0.0005403773975558579,0.0,2020-02-15 02:32:14,Negative
138,"['scotiabankmx', 'nogalera', 'saltillo', 'coahuila', 'cajero', 'ventanilla', 'billete', 'falso', 'retirar', 'depositar', 'cajero', 'reconocio', 'entrar', 'billete', 'unir', 'comer', 'apocrifo', 'pic', 'bmy']",0.36795175075531006,0.0,2020-02-15 02:15:58,Negative
139,"['metro', 'mexicali']",0.7939106225967407,1.0,2020-02-15 02:15:10,Positive
140,"['noche', 'madre', 'encontro', 'tarjeta', 'banco', 'encontrar', 'colosio', 'sahuaripa', 'colonia', 'vallar', 'esconder', 'hermosillo', 'favor', 'reportarse', 'inbox']",0.022829022258520126,0.0,2020-02-15 02:10:14,Negative
141,"['uff', 'dinerillo', 'feliz']",0.7442058324813843,0.5,2020-02-15 02:02:09,Neutral
142,"['retirar', 'mil', 'banco', 'llegar', 'casar', 'lana', 'autoridad', 'ministerial', 'investigar', 'robar', 'violencia', 'sufrio', 'cliente', 'colonia', 'formar', 'hogar', 'imagen', 'ilustrativo', 'informacion', 'manuel', 'monroy', 'veracruz', 'veainforma', 'robocuentahabientepic', 'mnj', 'wcrojh']",0.67420494556427,0.5,2020-02-15 01:59:08,Neutral
143,"['felicitar', 'chingao', 'pic', 'metro', 'exv']",0.7939106225967407,1.0,2020-02-15 01:44:20,Positive
144,"['bbvare_mx', 'uber', 'cobrar', 'querer', 'entrar', 'aplicacion', 'dejar', 'paso']",0.0011712081031873822,0.0,2020-02-15 01:00:10,Negative
145,"['alguien', 'problema']",0.001964936265721917,0.0,2020-02-15 00:43:49,Negative
146,"['complicar', 'vida', 'pic', 'hbihys']",0.9982162117958069,1.0,2020-02-15 00:37:15,Positive
147,"['              ', 'horario', 'atencion', 'lunes', 'viernes', 'hora', 'ejecutivo', 'pudrir', 'apoyarte', 'situacion']",0.12918618321418762,0.0,2020-02-15 00:15:07,Negative
148,"['santandermx', 'pagar', 'banca', 'movil', 'tardo', 'versar', 'reflejar', 'pagar', 'gracia']",0.3835432529449463,0.0,2020-02-14 23:54:00,Negative
149,"['app', 'mier']",0.4529048204421997,0.5,2020-02-14 23:41:53,Neutral
150,"['dolar', 'mexico', '                   ', 'comprar', '         ', 'venta', 'scotiabank', 'comprar', '         ', 'venta', 'santander', 'comprar', '         ', 'venta', 'preciar', 'banco']",0.03679714724421501,0.0,2020-02-14 23:10:32,Negative
151,"['fila', 'oxxo', 'pendejo', 'depositar', 'pic', 'dki', 'qrtk']",0.9664344191551208,1.0,2020-02-14 23:05:12,Positive
152,"['metro', 'chihuahua', 'chih']",0.9939113855361938,1.0,2020-02-14 22:58:25,Positive
153,"['disfrutar', 'mesar', 'interesar', 'tarjeta', 'promocionar', 'especial', 'descuento', 'febrero', 'sucursal', 'body', 'shape', 'clinic']",0.860768735408783,1.0,2020-02-14 22:38:03,Positive
154,"['atencion', 'usuario', 'cajero', 'sapacmaticos', 'quedar', 'operacion', 'formar', 'pagar', 'sencillo', 'pagar', 'aguar', 'oxxo', 'cajero', 'banco', 'azteca', 'pic', 'kaafcihl']",0.8597960472106934,1.0,2020-02-14 22:30:00,Positive
155,"['jajajaja', 'caer', 'feo', 'dvd', 'dejar', 'estafar', 'plis', 'ningun', 'banco', 'creditos', 'bajar', 'modalidad']",0.06830952316522598,0.0,2020-02-14 22:14:52,Negative
156,"['volver', 'hablar', 'parir', 'autorizarme', 'linear', 'credito', 'exorbitante', 'pagar', 'previo', 'peso', 'wey', 'estaria', 'pedir', 'credito']",0.18202149868011475,0.0,2020-02-14 22:11:29,Negative
157,"['rato', 'chico', 'atendio', 'luchar', 'intensamente', 'quitar', 'mirar', 'pechar', 'jajajaka', 'pobre', 'sufrir']",0.5070558190345764,0.5,2020-02-14 21:52:09,Neutral
158,"['vetar', 'alv']",0.09780170768499374,0.0,2020-02-14 21:49:03,Negative
159,"['diosito', 'xfa', 'dinero']",0.9977752566337585,1.0,2020-02-14 21:38:11,Positive
160,"['minimo', 'arquitecto', 'infinite', 'aceptar', 'humildemente']",0.0030794439371675253,0.0,2020-02-14 21:35:15,Negative
161,"['hola', 'erika', 'atender', 'kenia', 'agradecer', 'informacion', 'compartir', 'pasear', 'reformar', 'col', 'juarez', 'deleg', 'cuauhtemoc', '        ', 'recabar', 'dato', 'parir', 'verificar', 'identidad']",0.7256821990013123,0.5,2020-02-14 21:26:20,Neutral
162,[],0.4529048204421997,0.5,2020-02-14 21:06:30,Neutral
163,"['jajajajajaja', 'volvio', 'olvidar', 'contraseña', 'app', 'olvidar', 'crush', 'prioridad']",0.9664013385772705,1.0,2020-02-14 21:04:55,Positive
164,"['nacer', 'crecer', 'abrir', 'aplicacion', 'morir']",0.9976557493209839,1.0,2020-02-14 21:02:15,Positive
165,"['alguien', 'transferir', 'app']",0.046964503824710846,0.0,2020-02-14 21:01:50,Negative
166,"['bbva_mex', 'oír', 'algun', 'problema', 'transferencia', 'pic', 'ctcrrgwhfk']",0.04390418902039528,0.0,2020-02-14 20:35:16,Negative
167,"['importante', 'comunicar', 'favor', 'numerar', '                  ', 'fundacion', 'opcion', 'horario', 'lunes', 'viernes', 'hora', 'enviar', 'correar', 'fundacionbbvabancomer']",0.7103472352027893,0.5,2020-02-14 20:27:27,Neutral
168,['verga'],3.972038393840194e-05,0.0,2020-02-14 20:16:34,Negative
169,"['paraiso', 'tabasco', 'mexico', 'plaza', 'soriano']",0.4380476772785187,0.0,2020-02-14 20:10:15,Negative
170,"['mandar', 'decímetro', 'numerar', 'foto', 'fichar', 'depositar', 'contar']",0.5972170233726501,0.5,2020-02-14 20:06:34,Neutral
172,"['unico', 'condon', 'necesitar', 'condonacion', 'deuda']",0.9722795486450195,1.0,2020-02-14 19:55:47,Positive
173,"['donación', 'depositar', 'traves', 'saldazo', 'contar', '                     ', 'nombrar', 'titular', 'maria', 'goretti', 'echeverria', 'chan', 'contar', '                      ', 'nombrar', 'titular']",0.20725753903388977,0.0,2020-02-14 19:52:54,Negative
174,"['noticiasalcalor', 'asaltar', 'cuentahabiente', 'veracruz', 'quitar', 'mil', 'peso', 'salir', 'banco', 'sujeto', 'moto', 'interceptar', 'victimar', 'salio', 'avenir', 'cuauhtemoc', 'noticiasveracruz']",0.00852620042860508,0.0,2020-02-14 19:41:51,Negative
175,"['banamex', 'banorte']",0.4529048204421997,0.5,2020-02-14 19:38:37,Neutral
176,"['tragadera', 'comedor', 'parque', 'pic', 'alckyfdudf']",0.46670255064964294,0.5,2020-02-14 19:25:51,Neutral
177,"['costilla', 'plaza', 'enfrentar', 'heb']",0.27132782340049744,0.0,2020-02-14 19:22:51,Negative
178,"['ucs_gcdmx', 'acabar', 'extorsionar', 'via', 'telefonica', 'suponer', 'retirar', 'tarjeta', 'numeros', '            ', '            ', 'segui', 'corriente', 'parir', 'podia', 'obtener', 'informacion', 'alertar', 'poblacion', 'pic', 'opxuw', 'tcai']",0.0016834352863952518,0.0,2020-02-14 19:18:12,Negative
179,"['neto', 'demas', 'entender']",0.9897803068161011,1.0,2020-02-14 18:46:59,Positive
180,"['horrible', 'suc', 'app']",0.9996682405471802,1.0,2020-02-14 18:45:52,Positive
181,[],0.4529048204421997,0.5,2020-02-14 18:35:25,Neutral
182,"['bbuba', 'entiendelo']",0.99943608045578,1.0,2020-02-14 18:32:09,Positive
183,"['cumplir', 'avisar', 'tenian', 'nombrar', 'completar', 'celular', 'tarjetabiente']",0.5051607489585876,0.5,2020-02-14 18:25:11,Neutral
184,"['avisovial', 'elemento', 'transitar', 'vialidad', 'laborar', 'agilizar', 'vialidad', 'manuel', 'avila', 'camacho', 'paradero', 'presentar', 'avanzar', 'vehicular', 'tlalnepantladebaz', 'nuestraciudadpic', 'fpyhclm']",0.002261620946228504,0.0,2020-02-14 18:22:14,Negative
185,"['avisovial', 'elemento', 'auxiliovial', 'apoyar', 'conductor', 'vehicular', 'ford', 'color', 'azul', 'manuel', 'avila', 'camacho', 'direc', 'sur', 'altura', 'falto', 'combustible', 'tlalnepantladebaz', 'nuestraciudadpic', 'aovlihmbmi']",0.9899493455886841,1.0,2020-02-14 18:20:31,Positive
186,"['citar', 'gerente', 'agusto', 'acostar', 'jajaja']",0.9980112314224243,1.0,2020-02-14 18:19:54,Positive
187,"['jovenes', 'año', 'mezclilla', 'playero', 'azul', 'chamarra', 'negro', 'tipo', 'piel', 'mezclilla', 'playero', 'logos', 'buscar', 'victimar', 'aforar', 'hcbs', 'banco', 'sobrar', 'revolucion', 'avenir', 'jalisco', 'patriotismo', 'buscar', 'semaforo', 'parir', 'asaltar', 'gracia']",0.9275513887405396,1.0,2020-02-14 17:54:46,Positive
188,"['nubank', 'hola', 'querer', 'pagar', 'credito', 'utilizar', 'app', 'android', 'banco', 'existir', 'banco', 'deber', 'elegir']",0.9653624892234802,1.0,2020-02-14 17:41:24,Positive
189,"['querer', 'parecer', 'oxxos']",0.9955316781997681,1.0,2020-02-14 17:29:47,Positive
190,"['feliz', 'litro', 'esperar', 'parir', 'celebrar', 'descontar', 'ademar', 'mesar', 'interesar', 'tarjeta', 'parir', 'regalar', 'regalar', 'servicio', 'lucir', 'guap']",0.7898501753807068,1.0,2020-02-14 17:29:01,Positive
191,"['puto', 'madre']",0.9997963309288025,1.0,2020-02-14 17:08:03,Positive
192,"['hola', 'atender', 'alejandro', 'gustar', 'saludarte', 'confirmar', 'servicio', 'alertar', 'aplicación']",0.9992623925209045,1.0,2020-02-14 16:51:32,Positive
193,"['ocupar', 'parir', 'quejarme', 'soler', 'contestar', 'valer', 'madre']",0.07463166117668152,0.0,2020-02-14 16:18:26,Negative
194,"['comer', 'sortear', 'bonificación', 'compañero', 'bonificar', 'anualidad', 'nominar', 'año', 'siquiera', 'cobrar', 'mesar', 'beneficiar', 'usuario', 'responsable']",0.17418056726455688,0.0,2020-02-14 16:00:13,Negative
195,"['sujeto', 'perseguir', 'cliente', 'robar', 'mil', 'peso', 'retirar', 'puerto', 'veracruz', 'boyar']",0.9997727274894714,1.0,2020-02-14 15:41:55,Positive
196,"['tardar', 'toluca', 'bello', 'unir', 'capturar', 'edificio', 'sedar', 'inbursa', 'segumex', 'sedar', 'misael', 'ivan', 'manzano', 'palomar', 'pic', 'eoyvnerx']",0.10478711873292923,0.0,2020-02-14 15:37:07,Negative
197,"['preparar', 'depositar', 'peso', 'contar', 'practicaja', 'comio', 'regresar', 'depositar']",0.9827683568000793,1.0,2020-02-14 15:25:09,Positive
198,"['chingo', 'madre', 'mierda', 'grande']",0.9713624119758606,1.0,2020-02-14 15:15:19,Positive
199,"['naturgymx', 'profeco', 'diciembre', 'pagar', 'recibir', 'gas', 'lamentablemente', 'cajero', 'aceptar', 'billete', '        ', 'leia', 'pagar', 'quedar', 'pendiente', 'cortar', 'gas', 'cantidad', 'pagar', 'reconexion']",0.9775500297546387,1.0,2020-02-14 14:51:51,Positive
200,"['crecer', 'pagar', 'pagar', 'pagar', 'pagar', 'colitis', 'pagar', 'pagar', 'ansiedad', 'pagar', 'pagar', 'dormir', 'pagar', 'terapia', 'pagar', 'pagar', 'despertarse', 'cansar', 'pagar', 'app', 'trabar', 'pagar']",0.7874072790145874,1.0,2020-02-14 14:35:11,Positive
201,"['miedo', 'abrir', 'app', 'contar', 'comer']",0.2812553644180298,0.0,2020-02-14 14:33:48,Negative
